title,placeId,location/lat,location/lng,categoryName,address,comfort_cozy_score,spicy_hot_score,fresh_healthy_score,cheap_budget_score,quick_fast_score
Cơm Ngon Quán,osm-node-11568902927,21.0433095,105.7861234,Nhà hàng,"9A3, Phố Phạm Tuấn Tài, Quận Cầu Giấy, Hà Nội",0.0,0.0,0.0,0.0,0.0
Phở trâu giật Minh Quân,osm-node-11568902928,21.043277,105.786121,Nhà hàng,"9A, Phố Phạm Tuấn Tài, Quận Cầu Giấy, Hà Nội",0.0,0.0,0.0,0.0,0.0
Quán Cừu Vui Vẻ,osm-node-11568902930,21.0432146,105.7861186,Nhà hàng,"9, Phố Phạm Tuấn Tài, Quận Cầu Giấy, Hà Nội",0.0,0.0,0.0,0.0,0.0
Lòng Ngon Quán,osm-node-11568902935,21.0431357,105.7859577,Nhà hàng,"2, Ngõ 3 Phạm Tuấn Tài, Quận Cầu Giấy, Hà Nội",0.0,0.0,0.0,0.0,0.0
Nhà hàng Ngọc Hiếu,osm-node-11572546708,21.0427604,105.786396,Nhà hàng,"18, Phố Phạm Tuấn Tài, Quận Cầu Giấy, Hà Nội",0.0,0.0,0.0,0.0,0.0
Dũng Thuỷ,osm-node-11584471212,21.0443217,105.7814927,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Kiều Hoa Quán,osm-node-11586911182,21.0449085,105.7843548,Nhà hàng,"10, Phố Đặng Thùy Trâm, Quận Bắc Từ Liêm, Hà Nội",0.0,0.0,0.0,0.0,0.0
Bún đậu Cúc Cu,osm-node-11586915429,21.0455868,105.785841,Nhà hàng,"2, Ngách 421/4 Hoàng Quốc Việt, Quận Bắc Từ Liêm, Hà Nội",0.0,0.0,0.0,0.0,0.0
Thiên Lộc Quán,osm-node-11586987534,21.0450525,105.7840889,Nhà hàng,"6, Phố Đặng Thùy Trâm, Quận Bắc Từ Liêm, Hà Nội",0.0,0.0,0.0,0.0,0.0
Cơm Quê Phố Cổ,osm-node-11590640347,21.0454315,105.7842289,Nhà hàng,"Phố Đặng Thùy Trâm, Quận Bắc Từ Liêm, Hà Nội",0.0,0.0,0.0,0.0,0.0
Cồ Dạt - Phở Bò Nam Định,osm-node-11590640352,21.0454658,105.784229,Nhà hàng,"Phố Đặng Thùy Trâm, Quận Bắc Từ Liêm, Hà Nội",0.0,0.0,0.0,0.0,0.0
Bánh cuốn nóng,osm-node-11590640359,21.0455624,105.7842292,Nhà hàng,"Phố Đặng Thùy Trâm, Quận Bắc Từ Liêm, Hà Nội",0.0,0.25,0.0,0.0,0.0
Hoàng Nam 89,osm-node-11590640365,21.0456249,105.7842294,Nhà hàng,"Phố Đặng Thùy Trâm, Quận Bắc Từ Liêm, Hà Nội",0.0,0.0,0.0,0.0,0.0
Yêu Huế,osm-node-11590657186,21.0458928,105.7842293,Nhà hàng,"Phố Đặng Thùy Trâm, Quận Bắc Từ Liêm, Hà Nội",0.0,0.0,0.0,0.0,0.0
Bánh cuốn gia truyền Thanh Vân,osm-node-11591740419,21.0153054,105.8498107,Nhà hàng,"48, Phố Tuệ Tĩnh, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Bánh cuốn nóng 117 Bà Triệu,osm-node-11598930306,21.0157917,105.8494249,Nhà hàng,"117, Phố Bà Triệu, Hai Bà Trưng, Hà Nội",0.0,0.25,0.0,0.0,0.0
Hiệu Cơm Việt Nam,osm-node-11601353643,21.01619,105.8497525,Nhà hàng,"48, Phố Bùi Thị Xuân, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Cơm Rang - Phở - Bún Cháo,osm-node-11601645095,21.0167091,105.8497579,Nhà hàng,"26, Phố Bùi Thị Xuân, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Mr. Bảy Miền Tây,osm-node-11609602708,21.0320556,105.8469059,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Bánh Cuốn 86,osm-node-11613547722,21.0160144,105.8502267,Nhà hàng,"86, Phố Triệu Việt Vương, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Bún Chả - Nem Rán,osm-node-11615961396,21.0166595,105.8498791,Nhà hàng,"47, Phố Bùi Thị Xuân, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Quán cơm Minh Hiền,osm-node-11615961404,21.0160697,105.8499661,Nhà hàng,"75, Phố Bùi Thị Xuân, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Bánh cuốn Bà Khê,osm-node-11617804910,21.040504,105.7843637,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Cơm Nam Đen,osm-node-11618566526,21.0381044,105.7818791,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Quán 286,osm-node-11618566527,21.0382215,105.7818482,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Bún đậu Tú Kiểu,osm-node-11618566528,21.0382283,105.7819155,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Phở,osm-node-11618650232,21.0368571,105.7828028,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Thái Phở Cuốn,osm-node-11618650233,21.0368552,105.7828855,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Tiệm vịt tiềm A Cường,osm-node-11633344430,21.0453824,105.8688786,Nhà hàng,"137, Phố Ngọc Lâm, Long Biên, Hà Nội",0.0,0.0,0.0,0.0,0.0
Cơm cháy gà Lẩu gà thuốc Bắc,osm-node-11633344439,21.0451979,105.8685243,Nhà hàng,"115, Ngọc Lâm, Long Biên, Hà Nội",0.0,0.25,0.0,0.0,0.0
Quán Nam Vịt,osm-node-11633344440,21.0451841,105.8685022,Nhà hàng,"113, Phố Ngọc Lâm, Long Biên, Hà Nội",0.0,0.0,0.0,0.0,0.0
Thanh bún ngan,osm-node-11633344441,21.0451498,105.8684163,Nhà hàng,"107, Phố Ngọc Lâm, Long Biên, Hà Nội",0.0,0.0,0.0,0.0,0.0
Nem lụi Huế,osm-node-11633344446,21.0450506,105.8682281,Nhà hàng,"95, Phố Ngọc Lâm, Long Biên, Hà Nội",0.0,0.0,0.0,0.0,0.0
Phương Nguyên Quán,osm-node-11644509069,21.042005,105.7930668,Nhà hàng,"106C4, Phố Nghĩa Tân",0.0,0.0,0.0,0.0,0.0
BANH Mi NHE,osm-node-11652527569,21.0303627,105.856488,Nhà hàng,9 Hang Voi St. (2nd Floor),0.0,0.0,0.0,0.0,0.0
Phở Thìn 1979,osm-node-11663033697,21.0337897,105.8350287,Nhà hàng,"35, Đường Hùng Vương, Phường Ba Đình, Hà Nội",0.0,0.0,0.0,0.0,0.0
Xôi Tiến,osm-node-11675163969,21.0292381,105.848015,Nhà hàng,"51, Ngõ Huyện",0.0,0.0,0.0,0.0,0.0
"Bún đậu, giả cày",osm-node-11675985402,21.0394264,105.8468451,Nhà hàng,"5, Phố Phùng Hưng, Phường Hoàn Kiếm, Hà Nội",0.0,0.0,0.0,0.0,0.0
Chả cá lăng Toàn Xuân,osm-node-11675985403,21.0393809,105.8468352,Nhà hàng,"7, Phố Phùng Hưng, Phường Hoàn Kiếm, Hà Nội",0.0,0.0,0.0,0.0,0.0
Nhà hàng Đồng Đội,osm-node-11675985407,21.0391319,105.8467824,Nhà hàng,"11C, Phố Phùng Hưng, Phường Hoàn Kiếm, Hà Nội",0.0,0.0,0.0,0.0,0.0
Phố nướng xứ Lạng,osm-node-11675985408,21.0390476,105.8467609,Nhà hàng,"15, Phố Phùng Hưng, Phường Hoàn Kiếm, Hà Nội",0.0,0.25,0.0,0.0,0.0
Nhà hàng Quả Trám,osm-node-11675985410,21.0387871,105.846716,Nhà hàng,"21, Phố Phùng Hưng, Phường Hoàn Kiếm, Hà Nội",0.0,0.0,0.0,0.0,0.0
Lươn đồng xứ Nghệ,osm-node-11675985412,21.0387,105.846693,Nhà hàng,"25, Phố Phùng Hưng, Phường Hoàn Kiếm, Hà Nội",0.0,0.0,0.0,0.0,0.0
Quán Bánh Cuốn Nóng Gia Truyền,osm-node-11676661169,21.034455,105.8301501,Nhà hàng,"50, Phố Đội Cấn, Phường Ba Đình, Hà Nội",0.0,0.25,0.0,0.0,0.0
Phở Tư lùn,osm-node-11683507069,21.0365868,105.8475526,Nhà hàng,"68, Phố Hàng Mã, Phường Hoàn Kiếm, Hà Nội",0.0,0.0,0.0,0.0,0.0
Lẩu dê Nhất Ly,osm-node-11683982775,21.0391463,105.8472791,Nhà hàng,"15A, Phố Hàng Cót, Phường Hoàn Kiếm, Hà Nội",0.0,0.25,0.0,0.0,0.0
Nhà Hàng Sake,osm-node-11768045210,20.9922521,105.8737005,Nhà hàng,"66, Tan Khai, Phường Vĩnh Hưng",0.0,0.0,0.0,0.0,0.0
Nét Huế,osm-node-11782452957,21.0154954,105.8510453,Nhà hàng,"43, Phố Mai Hắc Đế, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Nhà Hàng Chay Me&An Vegetarian,osm-node-11866085369,21.0202038,105.850731,Nhà hàng,"61, Phố Hàm Long",0.0,0.0,0.5,0.0,0.0
Green Inn,osm-node-11878372469,21.0324629,105.847612,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Thích nhất mỳ,osm-node-11883463169,21.0615198,105.8267217,Nhà hàng,"20, Ngách 31/46 Xuân Diệu",0.0,0.0,0.0,0.0,0.0
Kiez Vegan – Hanoi,osm-node-11888380369,21.0631814,105.8243292,Nhà hàng,"2a, Ngõ 12 Đặng Thai Mai",0.5,0.0,0.0,0.0,0.0
Simisi,osm-node-11985320507,21.0231568,105.8081926,Nhà hàng,"18, Phố Chùa Láng",0.0,0.0,0.0,0.0,0.0
Bún chả 309,osm-node-12000107441,21.0649573,105.7793907,Nhà hàng,"309, Đường Cổ Nhuế, Bắc Từ Liêm, Hà Nội",0.0,0.0,0.0,0.0,0.0
May de Cuisine,osm-node-12063757631,21.0340257,105.8535075,Nhà hàng,"107, Phố Mã Mây, Phường Hoàn Kiếm, Hà Nội",0.0,0.0,0.0,0.0,0.0
34 Railway,osm-node-12078106240,21.0316301,105.8449371,Nhà hàng,"34, Quận Hoàn Kiếm, Hà Nội",0.0,0.0,0.0,0.0,0.0
Coffee Như Ý,osm-node-12078106241,21.0315299,105.8449144,Nhà hàng,"Quận Hoàn Kiếm, Hà Nội",0.5,0.0,0.0,0.0,0.0
Nhà hàng Phương Nam,osm-node-12105870160,21.0163051,105.8509763,Nhà hàng,"13, Phố Mai Hắc Đế, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Nem Phùng - Nem Chua,osm-node-12106408165,21.0167316,105.8511645,Nhà hàng,"1B, Phố Trần Nhân Tông, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Cau Go,osm-node-12149714102,21.032057,105.8521518,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Nhà Hàng  Khiêm,osm-node-12165016301,21.0143166,105.849969,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Phở Tuấn C8 Giảng Võ,osm-node-12313947065,21.0281525,105.8226197,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Chay vỉa hè,osm-node-12343563164,21.0197312,105.8493044,Nhà hàng,,0.0,0.0,0.5,1.0,0.0
Pho Ga 26,osm-node-12394092001,21.0326621,105.850539,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Com Chay Vegan Buffet (120k),osm-node-12395826102,21.072521,105.8145064,Nhà hàng,,0.0,0.0,0.5,0.0,0.0
Nét Huế,osm-node-12589868470,21.0368948,105.7864722,Nhà hàng,"122-124, Đường Xuân Thủy, Cầu Giấy, Hà Nội",0.0,0.0,0.0,0.0,0.0
Quán Kem Xôi,osm-node-12603545131,21.0305121,105.8186441,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Bún riêu Cô Hoàn,osm-node-12644660556,21.0378412,105.8478491,Nhà hàng,"14, Phố Hàng Lược, Phường Hoàn Kiếm, Hà Nội",0.0,0.0,0.0,0.0,0.0
Bánh Tráng Bé My,osm-node-12644690080,21.0212183,105.8484936,Nhà hàng,"33, Phố Quang Trung",0.0,0.0,0.0,0.0,0.0
Chè Nhà Suvy,osm-node-12644690081,21.021273,105.8485082,Nhà hàng,"33, Phố Quang Trung",0.0,0.0,0.0,0.0,0.0
Nem nướng Nha Trang,osm-node-12645462057,21.0443741,105.7925632,Nhà hàng,112 A9,0.0,0.25,0.0,0.0,0.0
Bún cá rô đồng Hải Dương,osm-node-12645509921,21.0427329,105.7961736,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Cơm tấm Út Thắng,osm-node-12645523372,21.0427765,105.7962279,Nhà hàng,"106 B8, Phố Tô Hiệu",0.0,0.0,0.0,0.0,0.0
Mau Dich 37,osm-node-12646622201,21.0457957,105.840158,Nhà hàng,"158, Phố Trấn Vũ, Phường Ba Đình, Hà Nội",0.0,0.0,0.0,0.0,0.0
Bún chả 29,osm-node-12651094220,21.0511586,105.8391105,Nhà hàng,"29, Phố Yên Phụ",0.0,0.0,0.0,0.0,0.0
Ăn Vặt Mẹ Sữa,osm-node-12651100308,21.0106904,105.819097,Nhà hàng,"139, Nguyễn Văn Tuyết",0.0,0.0,0.0,0.0,0.0
Ngan Yến,osm-node-12654261909,21.0515501,105.8408198,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Bánh cuốn Hồ Tây,osm-node-12654299492,21.05134,105.8387514,Nhà hàng,"34, Phố Yên Phụ",0.0,0.0,0.0,0.0,0.0
Bún chả que tre,osm-node-12657776443,21.0437437,105.8458763,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Hương bánh xèo,osm-node-12659337379,21.0541021,105.8364016,Nhà hàng,"139, Yên Phụ",0.0,0.0,0.0,0.0,0.0
Bún Đậu Mẹt Tuấn Trọc,osm-node-12659367887,21.041391,105.8457429,Nhà hàng,"23, Phố Phan Huy Ích, Phường Ba Đình, Hà Nội",0.0,0.0,0.0,0.0,0.0
Chay Tâm Khối,osm-node-12692463221,21.0323897,105.8468214,Nhà hàng,"70, Phố Hàng Điếu, Phường Hoàn Kiếm, Hà Nội",0.0,0.0,0.5,0.0,0.0
MẸT Vietnamese restaurant & Vegetarian Food Met 8,osm-node-12821562701,21.033707,105.8473661,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Chè Lan,osm-node-12836900460,21.008899,105.8662428,Nhà hàng,"69, Phố Lãng Yên, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Bún bò Huế O Hường,osm-node-12860550543,20.8676411,105.857856,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
An Lạc Chay Quán,osm-node-12862421502,21.0673912,105.8231246,Nhà hàng,39 Ngõ 45 Đường Tô Ngọc Vân,0.0,0.0,0.5,0.0,0.0
Phở Mẹ Vợ,osm-node-12864500102,21.0615116,105.8314523,Nhà hàng,Ngõ 42 Xuân Diệu,0.0,0.0,0.0,0.0,0.0
The Corner Food,osm-node-12995529901,21.0304002,105.8506218,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Nam Phở Gà,osm-node-13027856695,21.0299024,105.8414371,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Phở Thành,osm-node-13027900308,21.0257242,105.8452674,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Bún bò Huế - lẩu đuôi bò,osm-node-13120433101,21.0598012,105.8641216,Nhà hàng,"336, Đường Ngọc Thụy",0.0,0.25,0.0,0.0,0.0
Nhung Phở gà Bún thang,osm-node-13275142601,21.054639,105.8361069,Nhà hàng,"145, Phố Yên Phụ",0.0,0.0,0.0,0.0,0.0
Gia Phú,osm-node-13284616875,20.941018,105.9585101,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Bún Ốc Chả Nem Bà Bảy Đang,osm-node-13289050126,21.0495715,105.8044662,Nhà hàng,"31, Võ Chí Công, Hà Nội",0.0,0.0,0.0,0.0,0.0
Cồ Luật,osm-node-13318767667,20.9437931,105.9514148,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Cơm Phương Thảo,osm-node-13321407681,20.9437356,105.9572992,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Bánh mì Dân Tổ,osm-node-13408172097,21.0072846,105.8333542,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Loving Vegetarian Restaurant,osm-node-13463740401,21.0281081,105.8395645,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Bún chả Việt Khiêm,osm-node-13473985979,21.0435925,105.8646603,Nhà hàng,"Chợ Ẩm Thực Ngọc Lâm, Long Biên",0.0,0.0,0.0,0.0,0.0
Phở Gà 46,osm-node-13475283216,21.048228,105.8655957,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Phở Bò 63,osm-node-13508941681,21.0477321,105.8652033,Nhà hàng,"63, Đường Ngọc Thụy, quận Long Biên, Hà Nội",0.0,0.0,0.0,0.0,0.0
Bún Ziu Gánh,osm-node-13513730201,21.0244577,105.836276,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
The Banh Mi Station,osm-node-13516584409,21.0322557,105.8532716,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Chay Vỉa Hè,osm-node-13592363601,21.0457732,105.8426269,Nhà hàng,,0.0,0.0,0.5,1.0,0.0
Hội quán thực dưỡng,osm-node-13607254748,20.974621,105.8346721,Nhà hàng,"59C1 Khu đô thị Đại Kim, Phố Nguyễn Cảnh Dị, Hoàng Mai, Phường Định Công",0.0,0.0,0.0,0.0,0.0
Bun Cha 40k,osm-node-13610849401,21.0292562,105.839687,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Miến Lươn Chân Cầm,osm-node-13624907801,21.0304288,105.8486949,Nhà hàng,"1, Phố Chân Cầm",0.0,0.0,0.0,0.0,0.0
Hà Thành Mansion,osm-node-13630080601,21.0208818,105.84904,Nhà hàng,"14, Phố Ngô Văn Sở",0.0,0.0,0.0,0.0,0.0
Bún Bò Huế Hiền Hạnh,osm-node-13637673905,21.0147509,105.8047557,Nhà hàng,"247, Đường Nguyễn Ngọc Vũ",0.0,0.0,0.0,0.0,0.0
Bún Chả Hạnh Béo,osm-node-13640707701,21.0190445,105.7999399,Nhà hàng,Phố Nguyễn Bá Khoản,0.0,0.0,0.0,0.0,0.0
Cơm Phở,osm-node-13641363901,21.0304396,105.8488587,Nhà hàng,"12, Phố Lý Quốc Sư",0.0,0.0,0.0,0.0,0.0
Bánh Cuốn Nóng Gia Truyền,osm-node-13644445201,21.0191201,105.7998414,Nhà hàng,Phố Nguyễn Bá Khoản,0.0,0.25,0.0,0.0,0.0
Met Vietnamese Restaurant,osm-node-13647364502,21.033134,105.8524813,Nhà hàng,"34, Phố Gia Ngư, Phường Hoàn Kiếm, Hà Nội",0.0,0.0,0.0,0.0,0.0
Xới Cơm - Tiệm ăn gia đình,osm-node-13649628501,21.0143834,105.8132176,Nhà hàng,Ngõ 36 Phố Láng Hạ,0.5,0.0,0.0,0.0,0.0
Cơm gà xử quảng,osm-node-13651572501,21.0189274,105.7999723,Nhà hàng,"1, Phố Nguyễn Bá Khoản",0.0,0.0,0.0,0.0,0.0
Bún chả 41,osm-node-13666531601,21.03456,105.8458793,Nhà hàng,"41, Phố Cửa Đông, Phường Hoàn Kiếm, Hà Nội",0.0,0.0,0.0,0.0,0.0
Maison Sen Buffet,osm-node-13668872401,21.0307345,105.7878281,Nhà hàng,"90, Phố Trần Thái Tông",0.0,0.0,0.0,0.0,0.0
Bún chả Sinh Từ,osm-node-13671676601,21.0158996,105.7979683,Nhà hàng,"62, Phố Vũ Phạm Hàm",0.0,0.0,0.0,0.0,0.0
Hông Loan Quán,osm-node-13703831902,21.0737186,105.8271613,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
FamiCháo - 52 Ngõ Thổ Quan,osm-node-13743071480,21.018235,105.8334182,Nhà hàng,"52, Ngõ Thổ Quan, Quận Đống Đa, Hà Nội",0.0,0.0,0.0,0.0,0.0
Nhà hàng An Lạc,osm-node-13853083740,20.5528045,105.7938021,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Madam Tư Hồng,osm-node-13907404801,21.028801,105.845737,Nhà hàng,"5, Ngõ Hội Vũ, Hà Nội",0.0,0.0,0.0,0.0,0.0
Chay Tâm Khởi,osm-node-13981899117,21.0243367,105.8430004,Nhà hàng,,0.0,0.0,0.5,0.0,0.0
Bánh Mì Chay SQ,osm-node-13981943861,21.0273806,105.8414361,Nhà hàng,,0.0,0.0,0.5,0.0,0.0
Nhà Hàng Chay Rasa,osm-node-13982143275,21.0170585,105.8556336,Nhà hàng,,0.0,0.0,0.5,0.0,0.0
King BBQ Hàm Nghi,osm-way-677800151,21.0362819,105.7613887,Nhà hàng,"Shophouse B2-06, KĐT Vinhomes Gardenia, Hàm Nghi, Nam Từ Liêm, Hà Nội",0.0,0.0,0.0,0.0,0.0
Món Huế,osm-way-841374806,21.0223439,105.8194265,Nhà hàng,"Phố Láng Hạ, Ba Đình, Hà Nội",0.0,0.0,0.0,0.0,0.0
Cơm tấm Ốc Sài Gòn,osm-way-904729846,21.011758,105.8483936,Nhà hàng,"21, Phố Đoàn Trần Nghiệp, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Cơm tấm Huy,osm-way-1115091181,21.0174124,105.8310956,Nhà hàng,"500, Phố Xã Đàn, Đống Đa, Hà Nội",0.0,0.0,0.0,0.0,0.0
Nhà Chay Achi,osm-way-1163872123,21.0412388,105.8271968,Nhà hàng,"50, Đường Thụy Khuê, Tây Hồ, Hà Nội",0.0,0.0,0.5,0.0,0.0
Phở Gà Ta Phương Linh,osm-way-1164347901,21.0415721,105.8265891,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Món Ngon Sài Thành,osm-way-1231374575,21.0194634,105.8087167,Nhà hàng,"59A, Phố Huỳnh Thúc Kháng, Đống Đa, Hà Nội",0.0,0.0,0.0,0.0,0.0
Bánh cuốn Gia An,osm-way-1231374576,21.0194958,105.8086484,Nhà hàng,"61, Phố Huỳnh Thúc Kháng, Đống Đa, Hà Nội",0.0,0.0,0.0,0.0,0.0
Cơm Văn Phòng,osm-way-1234095160,21.0288701,105.856118,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Tiệm cơm Tháng Năm,osm-way-1246866121,21.0153632,105.8494781,Nhà hàng,"62, Phố Tuệ Tĩnh, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
"Gia Thành - Hủ Tiếu, Bánh Canh, Cơm Tấm",osm-way-1253312189,21.015471,105.8508015,Nhà hàng,"36C, Phố Mai Hắc Đế, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Nét Huế,osm-way-1330098155,21.0062844,105.7537492,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Trâu Kiến Minh,osm-way-1330098161,21.0061749,105.7539837,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Phở Cuốn Hương Mai,osm-way-1330098167,21.0058207,105.7549073,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Roll House,osm-way-1330108346,21.005794,105.7538697,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Nét Huế,osm-way-1331658950,20.9959331,105.8695216,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Roll House,osm-way-1331658951,20.9957839,105.8695209,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Phở gà Lâm,osm-way-1365472868,21.0151695,105.8137562,Nhà hàng,"26, Phố Láng Hạ",0.0,0.0,0.0,0.0,0.0
Nhà hàng Tâm An,osm-way-1386126635,20.5543429,105.7936914,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Bình Minh Quán - Cơm Văn Phòng,osm-way-1455393100,21.0967532,105.8567919,Nhà hàng,"57, Đường Thiên Nga 1, Đông Anh, Hà Nội",0.0,0.0,0.0,0.0,0.0
Phở Thái Tử,osm-node-7690438058,21.0334631,105.772312,Nhà hàng,"20x5, Phố Dương Khuê, Từ Liêm, Hanoi",0.0,0.0,0.0,0.0,0.0
Lẩu Hơi Lãng Bạc,osm-node-6162359986,21.0518071,105.8381255,Nhà hàng,"52, Yên Phụ",0.0,0.25,0.0,0.0,0.0
Cá Thùy Linh,osm-node-7056022256,21.0345704,105.7888821,Nhà hàng,"52, Phố Trần Thái Tông, Quận Cầu Giấy, Hà Nội",0.0,0.0,0.0,0.0,0.0
Nhà hàng Hải Yến Bách Khoa,osm-node-11186157294,21.00487,105.8425222,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Vựa Hải Sản Gió Biển,osm-node-11372720516,20.9914455,105.9461001,Nhà hàng,,0.0,0.0,0.5,0.0,0.0
Bếp Ngư ông,osm-node-13506385429,21.0515064,105.8626588,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Giang Dung 2,osm-way-1210228263,21.013534,105.8315319,Nhà hàng,"158, Ngõ Xã Đàn 2, Đống Đa, Hà Nội",0.0,0.0,0.0,0.0,0.0
Thế Giới Hải Sản,osm-way-1218337313,21.0342082,105.8379603,Nhà hàng,"36, Đường Điện Biên Phủ, Phường Ba Đình, Hà Nội",0.0,0.0,0.5,0.0,0.0
Ba Ba Sơn Đông,osm-way-1219438153,21.0155971,105.8332584,Nhà hàng,"416, Phố Xã Đàn, Đống Đa, Hà Nội",0.0,0.0,0.0,0.0,0.0
Bay Seafood Buffet,osm-way-1233838148,21.0272637,105.8572373,Nhà hàng,"14, Phố Tông Đản, Hoàn Kiếm, Hà Nội",0.0,0.0,0.0,0.0,0.0
Poseidon,osm-way-1331658960,20.9949381,105.8697839,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Nhà Hàng Dim Sum Minh Ký,osm-node-5870096885,21.0243978,105.8429344,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Nhà Hàng Dim Sum Đại Hùng,osm-node-6496942485,21.0188856,105.8286661,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Trung Hoa Đệ Nhất Sủi Cảo,osm-node-6693830420,21.0292976,105.8123813,Nhà hàng,"28, Nguyễn Chí Thanh, Quận Ba Đình, Hà Nội",0.0,0.0,0.0,0.0,0.0
Nhà hàng Wen Xing HongKong,osm-node-6728910455,21.0160209,105.815518,Nhà hàng,"175, Phố Thái Hà, Đống Đa, Hà Nội",0.0,0.0,0.0,0.0,0.0
Kaoya,osm-node-7181130685,21.0355373,105.8504975,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Susu Bánh Bao Thượng Hải,osm-node-11281683527,21.016386,105.8315838,Nhà hàng,"227, Phố Xã Đàn, Đống Đa, Hà Nội",0.0,0.0,0.0,0.0,0.0
Mỳ Vằn Thắn - Mỳ gia Quảng Đông Kố Kiên,osm-node-11613547706,21.0153601,105.8500699,Nhà hàng,"40, Phố Tuệ Tĩnh, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Taipei Express,osm-node-11659995710,21.0103485,105.8496749,Nhà hàng,"34, Phố Lê Đại Hành, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Long Wang,osm-node-11683982777,21.0390195,105.847282,Nhà hàng,"15A, Phố Hàng Cót, Quận Hoàn Kiếm, Hà Nội",0.0,0.0,0.0,0.0,0.0
Hao Chi - Dimsum Taipei,osm-node-11697674110,21.0103899,105.8511899,Nhà hàng,"3, Phố Thái Phiên, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Haidilao Hot Pot,osm-node-11985285017,21.0236491,105.809305,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Meiwei,osm-node-12098955284,21.0110994,105.8495785,Nhà hàng,"191, Phố Bà Triệu, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
